order_id,customer_id,product_id,order_date,quantity,unit_price,amount,status,region
O001502,C00004,P0009,2026-06-23,1,399.86,399.86,pending,East
O001503,C00001,P0011,2026-02-09,1,185.69,185.69,completed,Central
O001504,C00004,P0039,2026-01-22,4,43.18,172.72,completed,East
O001505,C00177,P0002,2026-04-07,4,358.45,1433.8,returned,North
O001506,C00114,P0033,2026-06-22,6,225.35,1352.1,completed,East
O001507,C00002,P0017,2026-04-01,6,227.78,1366.68,returned,West
O001508,C00254,P0048,2026-03-26,2,351.02,702.04,returned,West
O001509,C00226,P0049,2026-05-07,4,170.02,680.08,completed,East
O001510,C00186,P0044,2026-05-08,4,304.28,1217.12,shipped,South
O001511,C00129,P0038,2026-04-12,6,261.18,1567.08,cancelled,North
O001512,C00233,P0044,2026-03-27,2,304.28,608.56,completed,North
O001513,C00163,P0008,2026-05-02,1,142.32,142.32,cancelled,West
O001514,C00102,P0014,2026-03-23,5,356.93,1784.65,returned,Central
O001515,C00091,P0044,2026-06-19,6,304.28,1825.68,shipped,North
O001516,C00023,P0032,2026-02-12,5,206.95,1034.75,cancelled,North
O001517,C00142,P0008,2026-01-08,5,142.32,711.6,pending,North
O001518,C00197,P0050,2026-05-11,6,314.46,1886.76,completed,East
O001519,C00100,P0044,2026-05-29,5,304.28,1521.4,shipped,South
O001520,C00010,P0012,2026-03-07,1,339.88,339.88,returned,West
O001521,C00061,P0003,2026-06-01,2,221.39,442.78,completed,West
O001522,C00191,P0026,2026-03-30,6,320.92,1925.52,completed,North
O001523,C00282,P0008,2026-04-02,5,142.32,711.6,pending,West
O001524,C00193,P0006,2026-04-03,6,182.61,1095.66,pending,South
O001525,C00214,P0046,2026-02-01,1,289.59,289.59,returned,Central
O001526,C00041,P0034,2026-04-03,6,130.08,780.48,returned,South
O001527,C00198,P0005,2026-05-25,1,36.89,36.89,pending,West
O001528,C00154,P0040,2026-04-27,1,182.51,182.51,shipped,East
O001529,C00007,P0010,2026-04-02,4,139.46,557.84,pending,West
O001530,C00194,P0041,2026-03-03,2,5.08,10.16,completed,Central
O001531,C00059,P0038,2026-04-05,6,261.18,1567.08,completed,East
O001532,C00010,P0026,2026-04-08,3,320.92,962.76,shipped,West
O001533,C00106,P0017,2026-05-08,1,227.78,227.78,completed,East
O001534,C00253,P0015,2026-06-04,1,173.05,173.05,completed,North
O001535,C00188,P0001,2026-03-15,1,131.2,131.2,shipped,West
O001536,C00229,P0012,2026-01-03,2,339.88,679.76,cancelled,East
O001537,C00235,P0032,2026-04-07,4,206.95,827.8,cancelled,East
O001538,C00051,P0014,2026-04-08,6,356.93,2141.58,completed,Central
O001539,C00286,P0014,2026-05-12,4,356.93,1427.72,completed,Central
O001540,C00172,P0014,2026-05-08,1,356.93,356.93,returned,Central
O001541,C00268,P0037,2026-06-04,1,337.76,337.76,pending,East
O001542,C00178,P0006,2026-06-21,5,182.61,913.05,pending,Central
O001543,C00257,P0005,2026-01-18,4,36.89,147.56,shipped,South
O001544,C00170,P0013,2026-03-26,3,187.12,561.36,completed,West
O001545,C00040,P0017,2026-06-01,2,227.78,455.56,completed,West
O001546,C00220,P0019,2026-03-15,2,93.69,187.38,shipped,North
O001547,C00018,P0001,2026-03-19,3,131.2,393.6,pending,North
O001548,C00105,P0049,2026-04-26,3,170.02,510.06,completed,Central
O001549,C00064,P0046,2026-03-01,6,289.59,1737.54,completed,South
O001550,C00112,P0047,2026-05-15,6,93.06,558.36,completed,South
O001551,C00038,P0019,2026-05-25,3,93.69,281.07,pending,South
O001552,C00046,P0017,2026-03-27,5,227.78,1138.9,pending,East
O001553,C00262,P0036,2026-02-08,4,369.18,1476.72,shipped,South
O001554,C00285,P0025,2026-01-06,1,163.82,163.82,completed,West
O001555,C00110,P0010,2026-02-15,4,139.46,557.84,cancelled,East
O001556,C00142,P0037,2026-04-02,4,337.76,1351.04,pending,North
O001557,C00169,P0027,2026-05-16,2,176.06,352.12,returned,West
O001558,C00198,P0043,2026-01-27,2,250.32,500.64,completed,West
O001559,C00127,P0030,2026-05-15,6,371.15,2226.9,completed,Central
O001560,C00206,P0014,2026-02-01,4,356.93,1427.72,pending,Central
O001561,C00144,P0034,2026-05-05,3,130.08,390.24,shipped,Central
O001562,C00055,P0043,2026-03-16,4,250.32,1001.28,cancelled,South
O001563,C00154,P0017,2026-01-19,4,227.78,911.12,cancelled,East
O001564,C00066,P0006,2026-05-04,3,182.61,547.83,cancelled,Central
O001565,C00241,P0021,2026-06-08,6,250.81,1504.86,completed,West
O001566,C00291,P0023,2026-06-17,6,252.53,1515.18,completed,East
O001567,C00123,P0030,2026-02-12,4,371.15,1484.6,returned,North
O001568,C00053,P0003,2026-01-25,1,221.39,221.39,returned,Central
O001569,C00176,P0047,2026-02-11,1,93.06,93.06,pending,Central
O001570,C00106,P0013,2026-05-16,5,187.12,935.6,completed,East
O001571,C00175,P0039,2026-05-09,6,43.18,259.08,completed,South
O001572,C00022,P0003,2026-04-13,5,221.39,1106.95,cancelled,North
O001573,C00153,P0037,2026-06-17,4,337.76,1351.04,shipped,East
O001574,C00253,P0017,2026-04-02,6,227.78,1366.68,pending,North
O001575,C00211,P0019,2026-02-03,4,93.69,374.76,cancelled,East
O001576,C00105,P0046,2026-05-13,6,289.59,1737.54,completed,Central
O001577,C00069,P0040,2026-04-26,3,182.51,547.53,completed,East
O001578,C00198,P0044,2026-06-16,2,304.28,608.56,shipped,West
O001579,C00167,P0018,2026-06-15,4,209.6,838.4,completed,Central
O001580,C00056,P0049,2026-01-29,1,170.02,170.02,returned,Central
O001581,C00066,P0038,2026-03-20,2,261.18,522.36,completed,Central
O001582,C00079,P0049,2026-06-29,4,170.02,680.08,completed,East
O001583,C00193,P0018,2026-04-22,2,209.6,419.2,pending,South
O001584,C00074,P0014,2026-01-03,4,356.93,1427.72,shipped,West
O001585,C00185,P0014,2026-06-28,3,356.93,1070.79,returned,East
O001586,C00010,P0048,2026-03-26,1,351.02,351.02,cancelled,West
O001587,C00216,P0034,2026-01-16,2,130.08,260.16,pending,West
O001588,C00060,P0033,2026-04-05,1,225.35,225.35,returned,East
O001589,C00022,P0026,2026-03-27,1,320.92,320.92,completed,North
O001590,C00152,P0010,2026-02-24,3,139.46,418.38,completed,South
O001591,C00091,P0003,2026-05-22,4,221.39,885.56,completed,North
O001592,C00037,P0034,2026-03-24,6,130.08,780.48,cancelled,South
O001593,C00056,P0026,2026-06-07,2,320.92,641.84,completed,Central
O001594,C00048,P0024,2026-06-05,6,190.42,1142.52,pending,South
O001595,C00131,P0007,2026-01-11,3,129.12,387.36,completed,East
O001596,C00221,P0002,2026-06-13,1,358.45,358.45,returned,East
O001597,C00124,P0035,2026-06-25,5,277.29,1386.45,pending,South
O001598,C00252,P0032,2026-04-29,5,206.95,1034.75,shipped,Central
O001599,C00017,P0028,2026-02-02,6,8.66,51.96,shipped,East
O001600,C00211,P0045,2026-02-05,2,7.03,14.06,pending,East
O001601,C00165,P0029,2026-01-27,2,353.41,706.82,cancelled,Central
O001602,C00111,P0048,2026-01-20,6,351.02,2106.12,completed,East
O001603,C00251,P0044,2026-03-11,2,304.28,608.56,shipped,Central
O001604,C00138,P0004,2026-01-12,4,179.23,716.92,shipped,East
O001605,C00099,P0023,2026-02-22,4,252.53,1010.12,completed,East
O001606,C00243,P0004,2026-04-17,3,179.23,537.69,completed,South
O001607,C00182,P0010,2026-04-08,3,139.46,418.38,completed,Central
O001608,C00155,P0043,2026-02-22,3,250.32,750.96,pending,Central
O001609,C00210,P0010,2026-05-30,4,139.46,557.84,completed,Central
O001610,C00132,P0029,2026-02-20,6,353.41,2120.46,cancelled,West
O001611,C00064,P0038,2026-04-18,6,261.18,1567.08,completed,South
O001612,C00293,P0044,2026-05-21,5,304.28,1521.4,completed,South
O001613,C00030,P0038,2026-01-25,6,261.18,1567.08,completed,Central
O001614,C00223,P0049,2026-02-03,4,170.02,680.08,cancelled,Central
O001615,C00284,P0029,2026-04-13,5,353.41,1767.05,returned,West
O001616,C00198,P0025,2026-01-31,4,163.82,655.28,shipped,West
O001617,C00208,P0036,2026-03-07,3,369.18,1107.54,completed,Central
O001618,C00291,P0026,2026-06-12,1,320.92,320.92,completed,East
O001619,C00292,P0031,2026-04-15,1,107.74,107.74,completed,Central
O001620,C00123,P0033,2026-05-20,2,225.35,450.7,cancelled,North
O001621,C00248,P0030,2026-02-15,1,371.15,371.15,cancelled,West
O001622,C00297,P0018,2026-01-13,3,209.6,628.8,shipped,West
O001623,C00098,P0007,2026-05-20,4,129.12,516.48,completed,East
O001624,C00042,P0024,2026-03-08,4,190.42,761.68,completed,Central
O001625,C00035,P0047,2026-05-23,2,93.06,186.12,returned,East
O001626,C00203,P0025,2026-04-02,5,163.82,819.1,shipped,North
O001627,C00074,P0035,2026-01-03,3,277.29,831.87,completed,West
O001628,C00213,P0031,2026-01-12,3,107.74,323.22,pending,North
O001629,C00232,P0028,2026-02-06,4,8.66,34.64,returned,Central
O001630,C00074,P0030,2026-05-03,4,371.15,1484.6,shipped,West
O001631,C00232,P0024,2026-05-04,1,190.42,190.42,shipped,Central
O001632,C00247,P0019,2026-04-26,4,93.69,374.76,pending,North
O001633,C00153,P0030,2026-01-11,2,371.15,742.3,completed,East
O001634,C00245,P0034,2026-04-12,6,130.08,780.48,shipped,Central
O001635,C00006,P0012,2026-02-16,1,339.88,339.88,pending,South
O001636,C00271,P0024,2026-05-25,3,190.42,571.26,cancelled,East
O001637,C00185,P0027,2026-06-04,2,176.06,352.12,completed,East
O001638,C00299,P0017,2026-06-25,3,227.78,683.34,shipped,North
O001639,C00209,P0050,2026-04-26,5,314.46,1572.3,completed,West
O001640,C00269,P0015,2026-02-26,2,173.05,346.1,completed,North
O001641,C00042,P0015,2026-03-21,3,173.05,519.15,completed,Central
O001642,C00274,P0004,2026-06-14,2,179.23,358.46,shipped,North
O001643,C00129,P0002,2026-01-13,6,358.45,2150.7,returned,North
O001644,C00268,P0039,2026-02-14,1,43.18,43.18,completed,East
O001645,C00048,P0016,2026-06-15,1,367.12,367.12,completed,South
O001646,C00227,P0036,2026-04-21,6,369.18,2215.08,cancelled,South
O001647,C00113,P0029,2026-04-06,2,353.41,706.82,shipped,South
O001648,C00078,P0026,2026-03-05,6,320.92,1925.52,cancelled,East
O001649,C00067,P0009,2026-05-08,3,399.86,1199.58,completed,East
O001650,C00027,P0010,2026-05-02,2,139.46,278.92,returned,West
O001651,C00083,P0014,2026-05-21,6,356.93,2141.58,pending,East
O001652,C00185,P0044,2026-06-29,4,304.28,1217.12,cancelled,East
O001653,C00163,P0017,2026-06-28,1,227.78,227.78,completed,West
O001654,C00155,P0028,2026-04-23,6,8.66,51.96,cancelled,Central
O001655,C00198,P0046,2026-01-10,1,289.59,289.59,completed,West
O001656,C00104,P0016,2026-06-15,2,367.12,734.24,returned,Central
O001657,C00115,P0040,2026-01-30,6,182.51,1095.06,returned,Central
O001658,C00234,P0005,2026-06-13,6,36.89,221.34,returned,Central
O001659,C00216,P0014,2026-05-07,1,356.93,356.93,cancelled,West
O001660,C00289,P0013,2026-04-03,4,187.12,748.48,pending,Central
O001661,C00276,P0019,2026-04-01,2,93.69,187.38,completed,Central
O001662,C00136,P0016,2026-02-06,6,367.12,2202.72,completed,East
O001663,C00092,P0019,2026-06-06,1,93.69,93.69,shipped,North
O001664,C00070,P0002,2026-04-12,3,358.45,1075.35,completed,South
O001665,C00095,P0043,2026-05-09,6,250.32,1501.92,completed,Central
O001666,C00122,P0028,2026-02-26,2,8.66,17.32,shipped,East
O001667,C00007,P0044,2026-04-19,6,304.28,1825.68,returned,West
O001668,C00193,P0021,2026-01-23,5,250.81,1254.05,shipped,South
O001669,C00100,P0008,2026-06-01,5,142.32,711.6,completed,South
O001670,C00223,P0011,2026-04-16,4,185.69,742.76,completed,Central
O001671,C00136,P0035,2026-04-13,2,277.29,554.58,completed,East
O001672,C00110,P0018,2026-06-18,2,209.6,419.2,completed,East
O001673,C00232,P0007,2026-03-14,3,129.12,387.36,pending,Central
O001674,C00061,P0040,2026-02-07,6,182.51,1095.06,pending,West
O001675,C00183,P0044,2026-04-05,4,304.28,1217.12,completed,South
O001676,C00205,P0047,2026-05-21,1,93.06,93.06,completed,North
O001677,C00150,P0031,2026-02-27,3,107.74,323.22,completed,West
O001678,C00047,P0002,2026-06-09,4,358.45,1433.8,returned,South
O001679,C00154,P0025,2026-04-14,3,163.82,491.46,completed,East
O001680,C00110,P0021,2026-05-21,1,250.81,250.81,cancelled,East
O001681,C00021,P0013,2026-04-29,3,187.12,561.36,shipped,Central
O001682,C00199,P0047,2026-05-16,1,93.06,93.06,completed,West
O001683,C00128,P0023,2026-05-22,3,252.53,757.59,returned,South
O001684,C00101,P0043,2026-05-09,6,250.32,1501.92,shipped,East
O001685,C00110,P0030,2026-05-19,3,371.15,1113.45,cancelled,East
O001686,C00163,P0044,2026-05-07,2,304.28,608.56,returned,West
O001687,C00025,P0026,2026-03-17,3,320.92,962.76,completed,East
O001688,C00093,P0016,2026-03-08,6,367.12,2202.72,shipped,South
O001689,C00229,P0021,2026-03-05,6,250.81,1504.86,completed,East
O001690,C00055,P0029,2026-04-18,2,353.41,706.82,completed,South
O001691,C00257,P0035,2026-05-06,2,277.29,554.58,pending,South
O001692,C00165,P0006,2026-06-15,5,182.61,913.05,completed,Central
O001693,C00287,P0014,2026-02-13,1,356.93,356.93,returned,South
O001694,C00157,P0031,2026-03-02,3,107.74,323.22,completed,North
O001695,C00141,P0029,2026-04-05,6,353.41,2120.46,returned,Central
O001696,C00046,P0046,2026-03-29,3,289.59,868.77,cancelled,East
O001697,C00010,P0008,2026-02-03,6,142.32,853.92,returned,West
O001698,C00067,P0041,2026-04-12,1,5.08,5.08,pending,East
O001699,C00012,P0022,2026-05-29,5,195.43,977.15,cancelled,West
O001700,C00180,P0028,2026-03-24,1,8.66,8.66,returned,East
O001701,C00086,P0050,2026-01-31,5,314.46,1572.3,shipped,Central
O001702,C00020,P0045,2026-02-14,6,7.03,42.18,returned,North
O001703,C00141,P0005,2026-03-10,2,36.89,73.78,completed,Central
O001704,C00218,P0023,2026-03-01,6,252.53,1515.18,cancelled,West
O001705,C00121,P0050,2026-01-13,4,314.46,1257.84,shipped,North
O001706,C00265,P0036,2026-03-21,4,369.18,1476.72,cancelled,East
O001707,C00163,P0028,2026-04-03,3,8.66,25.98,shipped,West
O001708,C00292,P0019,2026-02-15,3,93.69,281.07,pending,Central
O001709,C00236,P0024,2026-05-15,3,190.42,571.26,completed,Central
O001710,C00053,P0029,2026-06-11,4,353.41,1413.64,completed,Central
O001711,C00140,P0003,2026-05-18,2,221.39,442.78,shipped,West
O001712,C00024,P0042,2026-04-21,1,318.54,318.54,pending,South
O001713,C00198,P0002,2026-04-25,5,358.45,1792.25,completed,West
O001714,C00105,P0039,2026-06-16,2,43.18,86.36,completed,Central
O001715,C00133,P0044,2026-05-01,6,304.28,1825.68,shipped,West
O001716,C00280,P0001,2026-06-22,4,131.2,524.8,shipped,East
O001717,C00065,P0021,2026-06-09,4,250.81,1003.24,cancelled,East
O001718,C00041,P0004,2026-01-19,6,179.23,1075.38,returned,South
O001719,C00130,P0005,2026-01-30,5,36.89,184.45,completed,South
O001720,C00148,P0004,2026-02-13,5,179.23,896.15,shipped,South
O001721,C00020,P0004,2026-06-19,6,179.23,1075.38,completed,North
O001722,C00238,P0016,2026-03-24,5,367.12,1835.6,cancelled,West
O001723,C00132,P0007,2026-04-26,4,129.12,516.48,cancelled,West
O001724,C00019,P0045,2026-01-16,1,7.03,7.03,completed,North
O001725,C00096,P0047,2026-02-04,2,93.06,186.12,shipped,East
O001726,C00250,P0004,2026-03-04,1,179.23,179.23,shipped,West
O001727,C00048,P0025,2026-04-11,6,163.82,982.92,completed,South
O001728,C00286,P0041,2026-04-10,4,5.08,20.32,completed,Central
O001729,C00237,P0014,2026-01-25,3,356.93,1070.79,returned,West
O001730,C00188,P0042,2026-03-20,4,318.54,1274.16,shipped,West
O001731,C00093,P0007,2026-02-10,6,129.12,774.72,returned,South
O001732,C00031,P0032,2026-04-16,1,206.95,206.95,returned,Central
O001733,C00167,P0011,2026-04-16,6,185.69,1114.14,cancelled,Central
O001734,C00112,P0024,2026-01-27,6,190.42,1142.52,pending,South
O001735,C00096,P0023,2026-04-02,4,252.53,1010.12,completed,East
O001736,C00251,P0027,2026-05-09,1,176.06,176.06,completed,Central
O001737,C00145,P0047,2026-01-15,5,93.06,465.3,pending,South
O001738,C00237,P0009,2026-01-17,1,399.86,399.86,cancelled,West
O001739,C00292,P0042,2026-01-06,2,318.54,637.08,returned,Central
O001740,C00269,P0020,2026-01-30,6,385.28,2311.68,cancelled,North
O001741,C00265,P0035,2026-01-08,3,277.29,831.87,cancelled,East
O001742,C00236,P0039,2026-02-01,5,43.18,215.9,returned,Central
O001743,C00174,P0047,2026-03-02,6,93.06,558.36,completed,South
O001744,C00251,P0028,2026-05-06,3,8.66,25.98,completed,Central
O001745,C00084,P0032,2026-02-08,2,206.95,413.9,completed,South
O001746,C00157,P0020,2026-01-07,4,385.28,1541.12,pending,North
O001747,C00288,P0026,2026-06-13,2,320.92,641.84,completed,West
O001748,C00113,P0008,2026-03-10,2,142.32,284.64,pending,South
O001749,C00232,P0029,2026-06-24,5,353.41,1767.05,completed,Central
O001750,C00009,P0005,2026-03-11,4,36.89,147.56,completed,North
O001751,C00277,P0041,2026-03-08,1,5.08,5.08,completed,Central
O001752,C00239,P0050,2026-05-06,6,314.46,1886.76,pending,North
O001753,C00144,P0041,2026-03-17,4,5.08,20.32,returned,Central
O001754,C00193,P0047,2026-02-10,2,93.06,186.12,shipped,South
O001755,C00146,P0026,2026-02-13,1,320.92,320.92,shipped,West
O001756,C00274,P0026,2026-01-10,5,320.92,1604.6,completed,North
O001757,C00275,P0041,2026-03-26,3,5.08,15.24,pending,West
O001758,C00145,P0044,2026-01-27,6,304.28,1825.68,cancelled,South
O001759,C00055,P0028,2026-02-05,5,8.66,43.3,cancelled,South
O001760,C00226,P0015,2026-02-13,5,173.05,865.25,completed,East
O001761,C00206,P0019,2026-06-22,5,93.69,468.45,pending,Central
O001762,C00266,P0039,2026-04-19,2,43.18,86.36,shipped,Central
O001763,C00029,P0027,2026-02-15,3,176.06,528.18,cancelled,North
O001764,C00148,P0039,2026-03-09,6,43.18,259.08,cancelled,South
O001765,C00129,P0046,2026-06-17,1,289.59,289.59,cancelled,North
O001766,C00099,P0019,2026-01-22,2,93.69,187.38,returned,East
O001767,C00066,P0022,2026-04-29,4,195.43,781.72,completed,Central
O001768,C00004,P0021,2026-03-14,2,250.81,501.62,completed,East
O001769,C00197,P0035,2026-04-13,1,277.29,277.29,pending,East
O001770,C00279,P0020,2026-05-11,5,385.28,1926.4,pending,South
O001771,C00062,P0023,2026-03-03,5,252.53,1262.65,completed,West
O001772,C00007,P0005,2026-05-19,4,36.89,147.56,pending,West
O001773,C00083,P0045,2026-02-22,3,7.03,21.09,pending,East
O001774,C00073,P0037,2026-06-17,5,337.76,1688.8,pending,West
O001775,C00064,P0011,2026-01-27,5,185.69,928.45,completed,South
O001776,C00234,P0029,2026-03-29,3,353.41,1060.23,completed,Central
O001777,C00079,P0033,2026-06-25,6,225.35,1352.1,completed,East
O001778,C00035,P0041,2026-03-19,4,5.08,20.32,completed,East
O001779,C00239,P0011,2026-02-26,2,185.69,371.38,completed,North
O001780,C00224,P0044,2026-04-01,3,304.28,912.84,cancelled,North
O001781,C00122,P0003,2026-05-02,5,221.39,1106.95,completed,East
O001782,C00221,P0024,2026-02-17,4,190.42,761.68,pending,East
O001783,C00299,P0050,2026-06-05,1,314.46,314.46,cancelled,North
O001784,C00234,P0024,2026-06-23,4,190.42,761.68,completed,Central
O001785,C00229,P0033,2026-02-12,1,225.35,225.35,cancelled,East
O001786,C00220,P0031,2026-01-31,5,107.74,538.7,pending,North
O001787,C00200,P0017,2026-04-25,3,227.78,683.34,returned,North
O001788,C00209,P0015,2026-05-26,2,173.05,346.1,completed,West
O001789,C00273,P0017,2026-03-21,2,227.78,455.56,returned,Central
O001790,C00106,P0011,2026-02-08,1,185.69,185.69,completed,East
O001791,C00084,P0040,2026-01-22,4,182.51,730.04,completed,South
O001792,C00106,P0035,2026-03-16,2,277.29,554.58,completed,East
O001793,C00109,P0008,2026-03-06,4,142.32,569.28,shipped,South
O001794,C00100,P0023,2026-01-16,1,252.53,252.53,cancelled,South
O001795,C00157,P0009,2026-04-09,5,399.86,1999.3,shipped,North
O001796,C00171,P0042,2026-01-10,6,318.54,1911.24,shipped,South
O001797,C00030,P0045,2026-02-15,4,7.03,28.12,completed,Central
O001798,C00295,P0006,2026-05-07,2,182.61,365.22,completed,North
O001799,C00219,P0032,2026-06-06,2,206.95,413.9,cancelled,West
O001800,C00171,P0042,2026-03-13,1,318.54,318.54,completed,South
O001801,C00236,P0031,2026-02-14,1,107.74,107.74,completed,Central
O001802,C00047,P0037,2026-06-24,5,337.76,1688.8,pending,South
O001803,C00186,P0037,2026-06-13,2,337.76,675.52,returned,South
O001804,C00162,P0015,2026-03-14,6,173.05,1038.3,completed,Central
O001805,C00061,P0047,2026-03-05,5,93.06,465.3,returned,West
O001806,C00236,P0045,2026-05-15,3,7.03,21.09,completed,Central
O001807,C00139,P0022,2026-03-13,3,195.43,586.29,completed,North
O001808,C00229,P0011,2026-04-29,5,185.69,928.45,cancelled,East
O001809,C00240,P0002,2026-01-16,5,358.45,1792.25,completed,Central
O001810,C00259,P0003,2026-06-22,6,221.39,1328.34,cancelled,East
O001811,C00099,P0014,2026-01-27,6,356.93,2141.58,pending,East
O001812,C00240,P0050,2026-05-18,2,314.46,628.92,completed,Central
O001813,C00135,P0015,2026-01-01,3,173.05,519.15,completed,Central
O001814,C00081,P0008,2026-06-13,2,142.32,284.64,returned,Central
O001815,C00116,P0017,2026-05-09,5,227.78,1138.9,completed,South
O001816,C00162,P0048,2026-05-08,5,351.02,1755.1,completed,Central
O001817,C00284,P0022,2026-04-25,2,195.43,390.86,pending,West
O001818,C00157,P0027,2026-01-07,3,176.06,528.18,cancelled,North
O001819,C00267,P0048,2026-04-10,6,351.02,2106.12,completed,South
O001820,C00227,P0020,2026-02-03,1,385.28,385.28,pending,South
O001821,C00241,P0048,2026-04-19,4,351.02,1404.08,pending,West
O001822,C00164,P0026,2026-01-11,4,320.92,1283.68,pending,North
O001823,C00219,P0009,2026-06-21,1,399.86,399.86,completed,West
O001824,C00284,P0028,2026-04-14,2,8.66,17.32,completed,West
O001825,C00102,P0008,2026-03-17,2,142.32,284.64,returned,Central
O001826,C00182,P0050,2026-06-19,3,314.46,943.38,returned,Central
O001827,C00174,P0019,2026-04-20,6,93.69,562.14,shipped,South
O001828,C00210,P0011,2026-05-24,6,185.69,1114.14,pending,Central
O001829,C00041,P0042,2026-05-08,1,318.54,318.54,completed,South
O001830,C00218,P0028,2026-01-23,2,8.66,17.32,returned,West
O001831,C00283,P0015,2026-06-22,2,173.05,346.1,pending,East
O001832,C00060,P0043,2026-01-02,4,250.32,1001.28,completed,East
O001833,C00047,P0015,2026-02-27,2,173.05,346.1,pending,South
O001834,C00280,P0013,2026-05-07,1,187.12,187.12,completed,East
O001835,C00286,P0050,2026-02-18,5,314.46,1572.3,pending,Central
O001836,C00010,P0032,2026-05-29,2,206.95,413.9,returned,West
O001837,C00135,P0031,2026-06-02,4,107.74,430.96,completed,Central
O001838,C00299,P0008,2026-05-26,3,142.32,426.96,pending,North
O001839,C00042,P0015,2026-01-05,4,173.05,692.2,completed,Central
O001840,C00092,P0020,2026-04-03,1,385.28,385.28,returned,North
O001841,C00066,P0028,2026-04-23,3,8.66,25.98,pending,Central
O001842,C00043,P0011,2026-06-03,2,185.69,371.38,completed,South
O001843,C00029,P0002,2026-03-06,6,358.45,2150.7,shipped,North
O001844,C00277,P0029,2026-04-29,1,353.41,353.41,completed,Central
O001845,C00118,P0037,2026-03-16,4,337.76,1351.04,shipped,East
O001846,C00039,P0035,2026-01-05,1,277.29,277.29,shipped,North
O001847,C00009,P0044,2026-01-04,1,304.28,304.28,returned,North
O001848,C00128,P0042,2026-03-01,2,318.54,637.08,completed,South
O001849,C00223,P0021,2026-02-23,2,250.81,501.62,pending,Central
O001850,C00192,P0010,2026-01-03,1,139.46,139.46,completed,East
O001851,C00003,P0001,2026-05-11,2,131.2,262.4,cancelled,East
O001852,C00282,P0006,2026-03-04,6,182.61,1095.66,completed,West
O001853,C00015,P0035,2026-03-12,3,277.29,831.87,completed,East
O001854,C00049,P0018,2026-06-29,5,209.6,1048.0,completed,South
O001855,C00134,P0003,2026-01-13,1,221.39,221.39,shipped,Central
O001856,C00096,P0018,2026-05-27,5,209.6,1048.0,completed,East
O001857,C00274,P0045,2026-04-14,3,7.03,21.09,completed,North
O001858,C00232,P0016,2026-05-07,4,367.12,1468.48,returned,Central
O001859,C00262,P0031,2026-04-07,3,107.74,323.22,completed,South
O001860,C00250,P0011,2026-06-30,5,185.69,928.45,pending,West
O001861,C00281,P0047,2026-01-05,2,93.06,186.12,pending,West
O001862,C00075,P0028,2026-05-02,4,8.66,34.64,completed,South
O001863,C00016,P0006,2026-03-19,2,182.61,365.22,completed,West
O001864,C00287,P0046,2026-06-08,1,289.59,289.59,cancelled,South
O001865,C00003,P0031,2026-06-29,3,107.74,323.22,shipped,East
O001866,C00092,P0013,2026-01-28,5,187.12,935.6,completed,North
O001867,C00191,P0017,2026-03-08,2,227.78,455.56,completed,North
O001868,C00036,P0047,2026-05-14,2,93.06,186.12,returned,South
O001869,C00220,P0007,2026-03-18,1,129.12,129.12,completed,North
O001870,C00063,P0001,2026-01-29,3,131.2,393.6,shipped,North
O001871,C00284,P0020,2026-03-13,5,385.28,1926.4,pending,West
O001872,C00004,P0046,2026-04-30,4,289.59,1158.36,cancelled,East
O001873,C00214,P0017,2026-05-11,4,227.78,911.12,returned,Central
O001874,C00057,P0045,2026-03-28,6,7.03,42.18,completed,Central
O001875,C00146,P0044,2026-01-21,5,304.28,1521.4,shipped,West
O001876,C00213,P0020,2026-03-19,5,385.28,1926.4,completed,North
O001877,C00041,P0039,2026-06-17,3,43.18,129.54,pending,South
O001878,C00300,P0002,2026-03-28,6,358.45,2150.7,cancelled,South
O001879,C00248,P0046,2026-05-25,3,289.59,868.77,shipped,West
O001880,C00254,P0046,2026-02-27,3,289.59,868.77,returned,West
O001881,C00079,P0047,2026-02-22,5,93.06,465.3,shipped,East
O001882,C00090,P0033,2026-03-26,1,225.35,225.35,cancelled,South
O001883,C00063,P0031,2026-02-06,4,107.74,430.96,completed,North
O001884,C00281,P0004,2026-01-16,4,179.23,716.92,shipped,West
O001885,C00076,P0039,2026-05-03,6,43.18,259.08,pending,West
O001886,C00028,P0040,2026-01-12,1,182.51,182.51,cancelled,North
O001887,C00148,P0017,2026-03-16,5,227.78,1138.9,pending,South
O001888,C00052,P0044,2026-02-14,5,304.28,1521.4,completed,West
O001889,C00194,P0015,2026-01-11,4,173.05,692.2,cancelled,Central
O001890,C00132,P0043,2026-05-04,1,250.32,250.32,completed,West
O001891,C00073,P0031,2026-05-13,2,107.74,215.48,completed,West
O001892,C00156,P0032,2026-06-16,6,206.95,1241.7,completed,Central
O001893,C00078,P0010,2026-02-05,3,139.46,418.38,pending,East
O001894,C00089,P0003,2026-01-17,5,221.39,1106.95,cancelled,North
O001895,C00095,P0042,2026-06-02,5,318.54,1592.7,completed,Central
O001896,C00054,P0027,2026-04-30,5,176.06,880.3,cancelled,South
O001897,C00183,P0017,2026-01-27,4,227.78,911.12,pending,South
O001898,C00169,P0032,2026-05-16,5,206.95,1034.75,cancelled,West
O001899,C00252,P0016,2026-06-15,1,367.12,367.12,completed,Central
O001900,C00036,P0026,2026-05-22,3,320.92,962.76,completed,South
